V1	I(D1)
3.000000000000000e-01	4.866390e-06
3.010000000000000e-01	4.962429e-06
3.020000000000000e-01	5.060358e-06
3.030000000000000e-01	5.160214e-06
3.040000000000000e-01	5.262034e-06
3.050000000000000e-01	5.365859e-06
3.060000000000000e-01	5.471727e-06
3.070000000000000e-01	5.579678e-06
3.080000000000000e-01	5.689753e-06
3.090000000000000e-01	5.801994e-06
3.100000000000000e-01	5.916444e-06
3.110000000000000e-01	6.033146e-06
3.120000000000000e-01	6.152145e-06
3.130000000000000e-01	6.273485e-06
3.140000000000000e-01	6.397212e-06
3.150000000000000e-01	6.523375e-06
3.160000000000000e-01	6.652021e-06
3.170000000000000e-01	6.783197e-06
3.180000000000000e-01	6.916955e-06
3.190000000000000e-01	7.053346e-06
3.200000000000000e-01	7.192420e-06
3.210000000000000e-01	7.334230e-06
3.220000000000000e-01	7.478832e-06
3.230000000000000e-01	7.626279e-06
3.240000000000000e-01	7.776626e-06
3.250000000000000e-01	7.929933e-06
3.260000000000000e-01	8.086256e-06
3.270000000000000e-01	8.245656e-06
3.280000000000000e-01	8.408193e-06
3.290000000000000e-01	8.573928e-06
3.300000000000000e-01	8.742923e-06
3.310000000000000e-01	8.915245e-06
3.320000000000000e-01	9.090957e-06
3.330000000000000e-01	9.270128e-06
3.340000000000000e-01	9.452823e-06
3.350000000000000e-01	9.639114e-06
3.360000000000000e-01	9.829071e-06
3.370000000000000e-01	1.002277e-05
3.380000000000000e-01	1.022027e-05
3.390000000000000e-01	1.042166e-05
3.400000000000000e-01	1.062702e-05
3.410000000000000e-01	1.083642e-05
3.420000000000000e-01	1.104993e-05
3.430000000000000e-01	1.126765e-05
3.440000000000000e-01	1.148966e-05
3.450000000000000e-01	1.171603e-05
3.460000000000000e-01	1.194685e-05
3.470000000000000e-01	1.218222e-05
3.480000000000000e-01	1.242222e-05
3.490000000000000e-01	1.266694e-05
3.500000000000000e-01	1.291648e-05
3.510000000000000e-01	1.317093e-05
3.520000000000000e-01	1.343038e-05
3.530000000000000e-01	1.369495e-05
3.540000000000000e-01	1.396471e-05
3.550000000000000e-01	1.423979e-05
3.560000000000000e-01	1.452028e-05
3.570000000000000e-01	1.480628e-05
3.580000000000000e-01	1.509792e-05
3.590000000000000e-01	1.539529e-05
3.600000000000000e-01	1.569852e-05
3.610000000000000e-01	1.600771e-05
3.620000000000000e-01	1.632299e-05
3.630000000000000e-01	1.664447e-05
3.640000000000000e-01	1.697228e-05
3.650000000000000e-01	1.730653e-05
3.660000000000000e-01	1.764737e-05
3.670000000000000e-01	1.799491e-05
3.680000000000000e-01	1.834929e-05
3.690000000000000e-01	1.871065e-05
3.700000000000000e-01	1.907911e-05
3.710000000000000e-01	1.945482e-05
3.720000000000000e-01	1.983793e-05
3.730000000000000e-01	2.022858e-05
3.740000000000000e-01	2.062691e-05
3.750000000000000e-01	2.103309e-05
3.760000000000000e-01	2.144725e-05
3.770000000000000e-01	2.186957e-05
3.780000000000000e-01	2.230019e-05
3.790000000000000e-01	2.273929e-05
3.800000000000000e-01	2.318703e-05
3.810000000000000e-01	2.364358e-05
3.820000000000000e-01	2.410911e-05
3.830000000000000e-01	2.458380e-05
3.840000000000000e-01	2.506784e-05
3.850000000000000e-01	2.556140e-05
3.860000000000000e-01	2.606467e-05
3.870000000000000e-01	2.657784e-05
3.880000000000000e-01	2.710111e-05
3.890000000000000e-01	2.763468e-05
3.900000000000000e-01	2.817875e-05
3.910000000000000e-01	2.873352e-05
3.920000000000000e-01	2.929921e-05
3.930000000000000e-01	2.987603e-05
3.940000000000000e-01	3.046421e-05
