V1	I(D1)
7.340000000000000e-01	2.264213e-02
7.350000000000000e-01	2.308095e-02
7.360000000000000e-01	2.352813e-02
7.370000000000000e-01	2.398385e-02
7.380000000000000e-01	2.444825e-02
7.390000000000000e-01	2.492149e-02
7.400000000000000e-01	2.540374e-02
7.410000000000000e-01	2.589517e-02
7.420000000000000e-01	2.639594e-02
7.430000000000000e-01	2.690622e-02
7.440000000000000e-01	2.742619e-02
7.450000000000000e-01	2.795603e-02
7.460000000000000e-01	2.849591e-02
7.470000000000000e-01	2.904602e-02
7.480000000000000e-01	2.960655e-02
7.490000000000000e-01	3.017767e-02
7.500000000000000e-01	3.075960e-02
7.510000000000000e-01	3.135251e-02
7.520000000000000e-01	3.195662e-02
7.530000000000000e-01	3.257212e-02
7.540000000000000e-01	3.319922e-02
7.550000000000000e-01	3.383813e-02
7.560000000000000e-01	3.448905e-02
7.570000000000000e-01	3.515221e-02
7.580000000000000e-01	3.582783e-02
7.590000000000000e-01	3.651612e-02
7.600000000000000e-01	3.721731e-02
7.610000000000000e-01	3.793164e-02
7.620000000000000e-01	3.865933e-02
7.630000000000000e-01	3.940063e-02
7.640000000000000e-01	4.015578e-02
7.650000000000000e-01	4.092501e-02
7.660000000000000e-01	4.170857e-02
7.670000000000000e-01	4.250673e-02
7.680000000000000e-01	4.331974e-02
7.690000000000000e-01	4.414785e-02
7.700000000000000e-01	4.499133e-02
7.710000000000000e-01	4.585045e-02
7.720000000000000e-01	4.672547e-02
7.730000000000000e-01	4.761669e-02
7.740000000000000e-01	4.852437e-02
7.750000000000000e-01	4.944880e-02
7.760000000000000e-01	5.039028e-02
7.770000000000000e-01	5.134908e-02
7.780000000000000e-01	5.232551e-02
7.790000000000000e-01	5.331988e-02
7.800000000000000e-01	5.433248e-02
7.810000000000000e-01	5.536363e-02
7.820000000000000e-01	5.641364e-02
7.830000000000000e-01	5.748283e-02
7.840000000000000e-01	5.857152e-02
7.850000000000000e-01	5.968005e-02
7.860000000000000e-01	6.080874e-02
7.870000000000000e-01	6.195793e-02
7.880000000000000e-01	6.312796e-02
7.890000000000000e-01	6.431918e-02
7.900000000000000e-01	6.553194e-02
7.910000000000000e-01	6.676659e-02
7.920000000000000e-01	6.802350e-02
7.930000000000000e-01	6.930302e-02
7.940000000000000e-01	7.060553e-02
7.950000000000000e-01	7.193141e-02
7.960000000000000e-01	7.328102e-02
7.970000000000000e-01	7.465476e-02
7.980000000000000e-01	7.605300e-02
7.990000000000000e-01	7.747615e-02
8.000000000000000e-01	7.892460e-02
8.010000000000000e-01	8.039876e-02
8.020000000000000e-01	8.189903e-02
8.030000000000000e-01	8.342582e-02
8.040000000000000e-01	8.497955e-02
8.050000000000000e-01	8.656064e-02
8.060000000000000e-01	8.816952e-02
8.070000000000001e-01	8.980661e-02
8.080000000000001e-01	9.147235e-02
8.090000000000001e-01	9.316719e-02
8.100000000000001e-01	9.489156e-02
8.110000000000001e-01	9.664592e-02
8.120000000000001e-01	9.843072e-02
8.130000000000001e-01	1.002464e-01
8.140000000000001e-01	1.020935e-01
8.150000000000001e-01	1.039724e-01
8.160000000000001e-01	1.058836e-01
8.170000000000001e-01	1.078275e-01
8.180000000000001e-01	1.098048e-01
8.190000000000001e-01	1.118157e-01
8.200000000000001e-01	1.138609e-01
8.210000000000001e-01	1.159409e-01
8.220000000000001e-01	1.180560e-01
8.230000000000001e-01	1.202069e-01
8.240000000000001e-01	1.223940e-01
8.250000000000001e-01	1.246179e-01
8.260000000000001e-01	1.268791e-01
8.270000000000001e-01	1.291780e-01
8.280000000000001e-01	1.315152e-01
8.290000000000001e-01	1.338912e-01
8.300000000000001e-01	1.363066e-01
8.310000000000001e-01	1.387619e-01
8.320000000000001e-01	1.412576e-01
8.330000000000000e-01	1.437943e-01
8.340000000000000e-01	1.463724e-01
8.350000000000000e-01	1.489927e-01
8.360000000000000e-01	1.516555e-01
8.370000000000000e-01	1.543615e-01
8.380000000000000e-01	1.571112e-01
8.390000000000000e-01	1.599052e-01
8.400000000000000e-01	1.627440e-01
8.410000000000000e-01	1.656282e-01
8.420000000000000e-01	1.685583e-01
8.430000000000000e-01	1.715350e-01
8.440000000000000e-01	1.745588e-01
8.450000000000000e-01	1.776302e-01
8.460000000000000e-01	1.807499e-01
8.470000000000000e-01	1.839184e-01
8.480000000000000e-01	1.871363e-01
8.490000000000000e-01	1.904041e-01
8.500000000000000e-01	1.937225e-01
8.510000000000000e-01	1.970921e-01
8.520000000000000e-01	2.005133e-01
8.530000000000000e-01	2.039868e-01
8.540000000000000e-01	2.075132e-01
8.550000000000000e-01	2.110930e-01
8.560000000000000e-01	2.147269e-01
8.570000000000000e-01	2.184154e-01
8.580000000000000e-01	2.221591e-01
8.590000000000000e-01	2.259585e-01
8.600000000000000e-01	2.298143e-01
8.610000000000000e-01	2.337271e-01
8.620000000000000e-01	2.376973e-01
8.630000000000000e-01	2.417257e-01
8.640000000000000e-01	2.458127e-01
8.650000000000000e-01	2.499590e-01
8.660000000000000e-01	2.541651e-01
8.670000000000000e-01	2.584316e-01
8.680000000000000e-01	2.627590e-01
8.690000000000000e-01	2.671480e-01
8.700000000000000e-01	2.715990e-01
8.710000000000000e-01	2.761127e-01
8.720000000000000e-01	2.806896e-01
8.730000000000000e-01	2.853303e-01
8.740000000000000e-01	2.900352e-01
8.750000000000000e-01	2.948050e-01
8.760000000000000e-01	2.996402e-01
8.770000000000000e-01	3.045414e-01
8.780000000000000e-01	3.095090e-01
8.790000000000000e-01	3.145436e-01
8.800000000000000e-01	3.196457e-01
8.810000000000000e-01	3.248159e-01
8.820000000000000e-01	3.300547e-01
8.830000000000000e-01	3.353625e-01
8.840000000000000e-01	3.407399e-01
8.850000000000000e-01	3.461874e-01
8.860000000000000e-01	3.517054e-01
8.870000000000000e-01	3.572945e-01
8.880000000000000e-01	3.629552e-01
8.890000000000000e-01	3.686878e-01
8.900000000000000e-01	3.744929e-01
8.910000000000000e-01	3.803709e-01
8.920000000000000e-01	3.863224e-01
8.930000000000000e-01	3.923477e-01
8.940000000000000e-01	3.984472e-01
8.950000000000000e-01	4.046215e-01
8.960000000000000e-01	4.108708e-01
8.970000000000000e-01	4.171957e-01
8.980000000000000e-01	4.235966e-01
8.990000000000000e-01	4.300738e-01
9.000000000000000e-01	4.366277e-01
9.010000000000000e-01	4.432588e-01
9.020000000000000e-01	4.499674e-01
9.030000000000000e-01	4.567538e-01
9.040000000000000e-01	4.636184e-01
9.050000000000000e-01	4.705616e-01
9.060000000000000e-01	4.775837e-01
9.070000000000000e-01	4.846850e-01
9.080000000000000e-01	4.918659e-01
9.090000000000000e-01	4.991266e-01
9.100000000000000e-01	5.064675e-01
9.110000000000000e-01	5.138888e-01
9.120000000000000e-01	5.213908e-01
9.130000000000000e-01	5.289739e-01
9.140000000000000e-01	5.366381e-01
9.150000000000000e-01	5.443839e-01
9.160000000000000e-01	5.522115e-01
9.170000000000000e-01	5.601211e-01
9.180000000000000e-01	5.681128e-01
9.190000000000000e-01	5.761870e-01
9.200000000000000e-01	5.843437e-01
9.210000000000000e-01	5.925833e-01
9.220000000000000e-01	6.009058e-01
9.230000000000000e-01	6.093116e-01
9.240000000000000e-01	6.178006e-01
9.250000000000000e-01	6.263731e-01
9.260000000000000e-01	6.350292e-01
9.270000000000000e-01	6.437690e-01
9.280000000000000e-01	6.525927e-01
9.290000000000000e-01	6.615004e-01
9.300000000000000e-01	6.704921e-01
9.310000000000000e-01	6.795680e-01
9.320000000000001e-01	6.887281e-01
9.330000000000001e-01	6.979725e-01
9.340000000000001e-01	7.073013e-01
9.350000000000001e-01	7.167144e-01
9.360000000000001e-01	7.262121e-01
9.370000000000001e-01	7.357942e-01
9.380000000000001e-01	7.454608e-01
9.390000000000001e-01	7.552119e-01
9.400000000000001e-01	7.650476e-01
9.410000000000001e-01	7.749677e-01
9.420000000000001e-01	7.849723e-01
9.430000000000001e-01	7.950613e-01
9.440000000000001e-01	8.052348e-01
9.450000000000001e-01	8.154927e-01
9.460000000000001e-01	8.258349e-01
9.470000000000001e-01	8.362613e-01
9.480000000000001e-01	8.467720e-01
9.490000000000001e-01	8.573667e-01
9.500000000000001e-01	8.680454e-01
9.510000000000001e-01	8.788081e-01
9.520000000000001e-01	8.896545e-01
9.530000000000001e-01	9.005846e-01
9.540000000000001e-01	9.115984e-01
9.550000000000001e-01	9.226955e-01
9.560000000000001e-01	9.338760e-01
9.570000000000001e-01	9.451396e-01
9.580000000000001e-01	9.564862e-01
9.590000000000001e-01	9.679157e-01
9.600000000000000e-01	9.794278e-01
9.610000000000000e-01	9.910225e-01
9.620000000000000e-01	1.002699e+00
9.630000000000000e-01	1.014458e+00
9.640000000000000e-01	1.026299e+00
9.650000000000000e-01	1.038222e+00
9.660000000000000e-01	1.050226e+00
9.670000000000000e-01	1.062312e+00
9.680000000000000e-01	1.074479e+00
9.690000000000000e-01	1.086726e+00
9.700000000000000e-01	1.099054e+00
9.710000000000000e-01	1.111463e+00
9.720000000000000e-01	1.123951e+00
9.730000000000000e-01	1.136520e+00
9.740000000000000e-01	1.149168e+00
9.750000000000000e-01	1.161895e+00
9.760000000000000e-01	1.174702e+00
9.770000000000000e-01	1.187587e+00
9.780000000000000e-01	1.200551e+00
9.790000000000000e-01	1.213593e+00
9.800000000000000e-01	1.226714e+00
9.810000000000000e-01	1.239912e+00
9.820000000000000e-01	1.253187e+00
9.830000000000000e-01	1.266540e+00
9.840000000000000e-01	1.279969e+00
9.850000000000000e-01	1.293475e+00
9.860000000000000e-01	1.307057e+00
9.870000000000000e-01	1.320715e+00
9.880000000000000e-01	1.334448e+00
9.890000000000000e-01	1.348257e+00
9.900000000000000e-01	1.362140e+00
9.910000000000000e-01	1.376099e+00
9.920000000000000e-01	1.390131e+00
9.930000000000000e-01	1.404238e+00
9.940000000000000e-01	1.418418e+00
9.950000000000000e-01	1.432671e+00
9.960000000000000e-01	1.446998e+00
9.970000000000000e-01	1.461397e+00
9.980000000000000e-01	1.475868e+00
9.990000000000000e-01	1.490411e+00
1.000000000000000e+00	1.505026e+00
